locus,p,dom,r,trait,alpha
13033,0.5,0,,NA,NA
13034,0.5,0,,NA,NA
13035,0.5,0,,NA,NA
13036,0.5,0,,NA,NA
13037,0.5,0,,NA,NA
13038,0.5,0,,NA,NA
13039,0.5,0,,NA,NA
13040,0.5,0,,NA,NA
13041,0.5,0,,NA,NA
13042,0.5,0,,NA,NA
13043,0.5,0,,NA,NA
13044,0.5,0,,NA,NA
13045,0.5,0,,NA,NA
13046,0.5,0,,NA,NA
13047,0.5,0,,NA,NA
13048,0.5,0,,NA,NA
13049,0.5,0,,NA,NA
13050,0.5,0,,NA,NA
13051,0.5,0,,NA,NA
13052,0.5,0,,NA,NA
13053,0.5,0,,NA,NA
13054,0.5,0,,NA,NA
13055,0.5,0,,NA,NA
13056,0.5,0,,NA,NA
13057,0.5,0,,NA,NA
13058,0.5,0,,NA,NA
13059,0.5,0,,NA,NA
13060,0.5,0,,NA,NA
13061,0.5,0,,NA,NA
13062,0.5,0,,NA,NA
13063,0.5,0,,NA,NA
13064,0.5,0,,NA,NA
13065,0.5,0,,NA,NA
13066,0.5,0,,NA,NA
13067,0.5,0,,NA,NA
13068,0.5,0,,NA,NA
13069,0.5,0,,NA,NA
13070,0.5,0,,NA,NA
13071,0.5,0,,NA,NA
13072,0.5,0,,NA,NA
13073,0.5,0,,NA,NA
13074,0.5,0,,NA,NA
13075,0.5,0,,NA,NA
13076,0.5,0,,NA,NA
13077,0.5,0,,NA,NA
13078,0.5,0,,NA,NA
13079,0.5,0,,NA,NA
13080,0.5,0,,NA,NA
13081,0.5,0,,NA,NA
13082,0.5,0,,NA,NA
13083,0.5,0,,NA,NA
13084,0.5,0,,NA,NA
13085,0.5,0,,NA,NA
13086,0.5,0,,NA,NA
13087,0.5,0,,NA,NA
13088,0.5,0,,NA,NA
13089,0.5,0,,NA,NA
13090,0.5,0,,NA,NA
13091,0.5,0,,NA,NA
13092,0.5,0,,NA,NA
13093,0.5,0,,NA,NA
13094,0.5,0,,NA,NA
13095,0.5,0,,NA,NA
13096,0.5,0,,NA,NA
13097,0.5,0,,NA,NA
13098,0.5,0,,NA,NA
13099,0.5,0,,NA,NA
13100,0.5,0,,NA,NA
13101,0.5,0,,NA,NA
13102,0.5,0,,NA,NA
13103,0.5,0,,NA,NA
13104,0.5,0,,NA,NA
13105,0.5,0,,NA,NA
13106,0.5,0,,NA,NA
13107,0.5,0,,NA,NA
13108,0.5,0,,NA,NA
13109,0.5,0,,NA,NA
13110,0.5,0,,NA,NA
13111,0.5,0,,NA,NA
13112,0.5,0,,NA,NA
13113,0.5,0,,NA,NA
13114,0.5,0,,NA,NA
13115,0.5,0,,NA,NA
13116,0.5,0,,NA,NA
13117,0.5,0,,NA,NA
13118,0.5,0,,NA,NA
13119,0.5,0,,NA,NA
13120,0.5,0,,NA,NA
13121,0.5,0,,NA,NA
13122,0.5,0,,NA,NA
13123,0.5,0,,NA,NA
13124,0.5,0,,NA,NA
13125,0.5,0,,NA,NA
13126,0.5,0,,NA,NA
13127,0.5,0,,NA,NA
13128,0.5,0,,NA,NA
13129,0.5,0,,NA,NA
13130,0.5,0,,NA,NA
13131,0.5,0,,NA,NA
13132,0.5,0,,NA,NA
13133,0.5,0,,NA,NA
13134,0.5,0,,NA,NA
13135,0.5,0,,NA,NA
13136,0.5,0,,NA,NA
13137,0.5,0,,NA,NA
13138,0.5,0,,NA,NA
13139,0.5,0,,NA,NA
13140,0.5,0,,NA,NA
13141,0.5,0,,NA,NA
13142,0.5,0,,NA,NA
13143,0.5,0,,NA,NA
13144,0.5,0,,NA,NA
13145,0.5,0,,NA,NA
13146,0.5,0,,NA,NA
13147,0.5,0,,NA,NA
13148,0.5,0,,NA,NA
13149,0.5,0,,NA,NA
13150,0.5,0,,NA,NA
13151,0.5,0,,NA,NA
13152,0.5,0,,NA,NA
13153,0.5,0,,NA,NA
13154,0.5,0,,NA,NA
13155,0.5,0,,NA,NA
13156,0.5,0,,NA,NA
13157,0.5,0,,NA,NA
13158,0.5,0,,NA,NA
13159,0.5,0,,NA,NA
13160,0.5,0,,NA,NA
13161,0.5,0,,NA,NA
13162,0.5,0,,NA,NA
13163,0.5,0,,NA,NA
13164,0.5,0,,NA,NA
13165,0.5,0,,NA,NA
13166,0.5,0,,NA,NA
13167,0.5,0,,NA,NA
13168,0.5,0,,NA,NA
13169,0.5,0,,NA,NA
13170,0.5,0,,NA,NA
13171,0.5,0,,NA,NA
13172,0.5,0,,NA,NA
13173,0.5,0,,NA,NA
13174,0.5,0,,NA,NA
13175,0.5,0,,NA,NA
13176,0.5,0,,NA,NA
13177,0.5,0,,NA,NA
13178,0.5,0,,NA,NA
13179,0.5,0,,NA,NA
13180,0.5,0,,NA,NA
13181,0.5,0,,NA,NA
13182,0.5,0,,NA,NA
13183,0.5,0,,NA,NA
13184,0.5,0,,NA,NA
13185,0.5,0,,NA,NA
13186,0.5,0,,NA,NA
13187,0.5,0,,NA,NA
13188,0.5,0,,NA,NA
13189,0.5,0,,NA,NA
13190,0.5,0,,NA,NA
13191,0.5,0,,NA,NA
13192,0.5,0,,NA,NA
13193,0.5,0,,NA,NA
13194,0.5,0,,NA,NA
13195,0.5,0,,NA,NA
13196,0.5,0,,NA,NA
13197,0.5,0,,NA,NA
13198,0.5,0,,NA,NA
13199,0.5,0,,NA,NA
13200,0.5,0,,NA,NA
13201,0.5,0,,NA,NA
13202,0.5,0,,NA,NA
13203,0.5,0,,NA,NA
13204,0.5,0,,NA,NA
13205,0.5,0,,NA,NA
13206,0.5,0,,NA,NA
13207,0.5,0,,NA,NA
13208,0.5,0,,NA,NA
13209,0.5,0,,NA,NA
13210,0.5,0,,NA,NA
13211,0.5,0,,NA,NA
13212,0.5,0,,NA,NA
13213,0.5,0,,NA,NA
13214,0.5,0,,NA,NA
13215,0.5,0,,NA,NA
13216,0.5,0,,NA,NA
13217,0.5,0,,NA,NA
13218,0.5,0,,NA,NA
13219,0.5,0,,NA,NA
13220,0.5,0,,NA,NA
13221,0.5,0,,NA,NA
13222,0.5,0,,NA,NA
13223,0.5,0,,NA,NA
13224,0.5,0,,NA,NA
13225,0.5,0,,NA,NA
13226,0.5,0,,NA,NA
13227,0.5,0,,NA,NA
13228,0.5,0,,NA,NA
13229,0.5,0,,NA,NA
13230,0.5,0,,NA,NA
13231,0.5,0,,NA,NA
13232,0.5,0,,NA,NA
13233,0.5,0,,NA,NA
13234,0.5,0,,NA,NA
13235,0.5,0,,NA,NA
13236,0.5,0,,NA,NA
13237,0.5,0,,NA,NA
13238,0.5,0,,NA,NA
13239,0.5,0,,NA,NA
13240,0.5,0,,NA,NA
13241,0.5,0,,NA,NA
13242,0.5,0,,NA,NA
13243,0.5,0,,NA,NA
13244,0.5,0,,NA,NA
13245,0.5,0,,NA,NA
13246,0.5,0,,NA,NA
13247,0.5,0,,NA,NA
13248,0.5,0,,NA,NA
13249,0.5,0,,NA,NA
13250,0.5,0,,NA,NA
13251,0.5,0,,NA,NA
13252,0.5,0,,NA,NA
13253,0.5,0,,NA,NA
13254,0.5,0,,NA,NA
13255,0.5,0,,NA,NA
13256,0.5,0,,NA,NA
13257,0.5,0,,NA,NA
13258,0.5,0,,NA,NA
13259,0.5,0,,NA,NA
13260,0.5,0,,NA,NA
13261,0.5,0,,NA,NA
13262,0.5,0,,NA,NA
13263,0.5,0,,NA,NA
13264,0.5,0,,NA,NA
13265,0.5,0,,NA,NA
13266,0.5,0,,NA,NA
13267,0.5,0,,NA,NA
13268,0.5,0,,NA,NA
13269,0.5,0,,NA,NA
13270,0.5,0,,NA,NA
13271,0.5,0,,NA,NA
13272,0.5,0,,NA,NA
13273,0.5,0,,NA,NA
13274,0.5,0,,NA,NA
13275,0.5,0,,NA,NA
13276,0.5,0,,NA,NA
13277,0.5,0,,NA,NA
13278,0.5,0,,NA,NA
13279,0.5,0,,NA,NA
13280,0.5,0,,NA,NA
13281,0.5,0,,NA,NA
13282,0.5,0,,NA,NA
13283,0.5,0,,NA,NA
13284,0.5,0,,NA,NA
13285,0.5,0,,NA,NA
13286,0.5,0,,NA,NA
13287,0.5,0,,NA,NA
13288,0.5,0,,NA,NA
13289,0.5,0,,NA,NA
13290,0.5,0,,NA,NA
13291,0.5,0,,NA,NA
13292,0.5,0,,NA,NA
13293,0.5,0,,NA,NA
13294,0.5,0,,NA,NA
13295,0.5,0,,NA,NA
13296,0.5,0,,NA,NA
13297,0.5,0,,NA,NA
13298,0.5,0,,NA,NA
13299,0.5,0,,NA,NA
13300,0.5,0,,NA,NA
13301,0.5,0,,NA,NA
13302,0.5,0,,NA,NA
13303,0.5,0,,NA,NA
13304,0.5,0,,NA,NA
13305,0.5,0,,NA,NA
13306,0.5,0,,NA,NA
13307,0.5,0,,NA,NA
13308,0.5,0,,NA,NA
13309,0.5,0,,NA,NA
13310,0.5,0,,NA,NA
13311,0.5,0,,NA,NA
13312,0.5,0,,NA,NA
13313,0.5,0,,NA,NA
13314,0.5,0,,NA,NA
13315,0.5,0,,NA,NA
13316,0.5,0,,NA,NA
13317,0.5,0,,NA,NA
13318,0.5,0,,NA,NA
13319,0.5,0,,NA,NA
13320,0.5,0,,NA,NA
13321,0.5,0,,NA,NA
13322,0.5,0,,NA,NA
13323,0.5,0,,NA,NA
13324,0.5,0,,NA,NA
13325,0.5,0,,NA,NA
13326,0.5,0,,NA,NA
13327,0.5,0,,NA,NA
13328,0.5,0,,NA,NA
13329,0.5,0,,NA,NA
13330,0.5,0,,NA,NA
13331,0.5,0,,NA,NA
13332,0.5,0,,NA,NA
13333,0.5,0,,NA,NA
13334,0.5,0,,NA,NA
13335,0.5,0,,NA,NA
13336,0.5,0,,NA,NA
13337,0.5,0,,NA,NA
13338,0.5,0,,NA,NA
13339,0.5,0,,NA,NA
13340,0.5,0,,NA,NA
13341,0.5,0,,NA,NA
13342,0.5,0,,NA,NA
13343,0.5,0,,NA,NA
13344,0.5,0,,NA,NA
13345,0.5,0,,NA,NA
13346,0.5,0,,NA,NA
13347,0.5,0,,NA,NA
13348,0.5,0,,NA,NA
13349,0.5,0,,NA,NA
13350,0.5,0,,NA,NA
13351,0.5,0,,NA,NA
13352,0.5,0,,NA,NA
13353,0.5,0,,NA,NA
13354,0.5,0,,NA,NA
13355,0.5,0,,NA,NA
13356,0.5,0,,NA,NA
13357,0.5,0,,NA,NA
13358,0.5,0,,NA,NA
13359,0.5,0,,NA,NA
13360,0.5,0,,NA,NA
13361,0.5,0,,NA,NA
13362,0.5,0,,NA,NA
13363,0.5,0,,NA,NA
13364,0.5,0,,NA,NA
13365,0.5,0,,NA,NA
13366,0.5,0,,NA,NA
13367,0.5,0,,NA,NA
13368,0.5,0,,NA,NA
13369,0.5,0,,NA,NA
13370,0.5,0,,NA,NA
13371,0.5,0,,NA,NA
13372,0.5,0,,NA,NA
13373,0.5,0,,NA,NA
13374,0.5,0,,NA,NA
13375,0.5,0,,NA,NA
13376,0.5,0,,NA,NA
13377,0.5,0,,NA,NA
13378,0.5,0,,NA,NA
13379,0.5,0,,NA,NA
13380,0.5,0,,NA,NA
13381,0.5,0,,NA,NA
13382,0.5,0,,NA,NA
13383,0.5,0,,NA,NA
13384,0.5,0,,NA,NA
13385,0.5,0,,NA,NA
13386,0.5,0,,NA,NA
13387,0.5,0,,NA,NA
13388,0.5,0,,NA,NA
13389,0.5,0,,NA,NA
13390,0.5,0,,NA,NA
13391,0.5,0,,NA,NA
13392,0.5,0,,NA,NA
13393,0.5,0,,NA,NA
13394,0.5,0,,NA,NA
13395,0.5,0,,NA,NA
13396,0.5,0,,NA,NA
13397,0.5,0,,NA,NA
13398,0.5,0,,NA,NA
13399,0.5,0,,NA,NA
13400,0.5,0,,NA,NA
13401,0.5,0,,NA,NA
13402,0.5,0,,NA,NA
13403,0.5,0,,NA,NA
13404,0.5,0,,NA,NA
13405,0.5,0,,NA,NA
13406,0.5,0,,NA,NA
13407,0.5,0,,NA,NA
13408,0.5,0,,NA,NA
13409,0.5,0,,NA,NA
13410,0.5,0,,NA,NA
13411,0.5,0,,NA,NA
13412,0.5,0,,NA,NA
13413,0.5,0,,NA,NA
13414,0.5,0,,NA,NA
13415,0.5,0,,NA,NA
13416,0.5,0,,NA,NA
13417,0.5,0,,NA,NA
13418,0.5,0,,NA,NA
13419,0.5,0,,NA,NA
13420,0.5,0,,NA,NA
13421,0.5,0,,NA,NA
13422,0.5,0,,NA,NA
13423,0.5,0,,NA,NA
13424,0.5,0,,NA,NA
13425,0.5,0,,NA,NA
13426,0.5,0,,NA,NA
13427,0.5,0,,NA,NA
13428,0.5,0,,NA,NA
13429,0.5,0,,NA,NA
13430,0.5,0,,NA,NA
13431,0.5,0,,NA,NA
13432,0.5,0,,NA,NA
13433,0.5,0,,NA,NA
13434,0.5,0,,NA,NA
13435,0.5,0,,NA,NA
13436,0.5,0,,NA,NA
13437,0.5,0,,NA,NA
13438,0.5,0,,NA,NA
13439,0.5,0,,NA,NA
13440,0.5,0,,NA,NA
13441,0.5,0,,NA,NA
13442,0.5,0,,NA,NA
13443,0.5,0,,NA,NA
13444,0.5,0,,NA,NA
13445,0.5,0,,NA,NA
13446,0.5,0,,NA,NA
13447,0.5,0,,NA,NA
13448,0.5,0,,NA,NA
13449,0.5,0,,NA,NA
13450,0.5,0,,NA,NA
13451,0.5,0,,NA,NA
13452,0.5,0,,NA,NA
13453,0.5,0,,NA,NA
13454,0.5,0,,NA,NA
13455,0.5,0,,NA,NA
13456,0.5,0,,NA,NA
13457,0.5,0,,NA,NA
13458,0.5,0,,NA,NA
13459,0.5,0,,NA,NA
13460,0.5,0,,NA,NA
13461,0.5,0,,NA,NA
13462,0.5,0,,NA,NA
13463,0.5,0,,NA,NA
13464,0.5,0,,NA,NA
13465,0.5,0,,NA,NA
13466,0.5,0,,NA,NA
13467,0.5,0,,NA,NA
13468,0.5,0,,NA,NA
13469,0.5,0,,NA,NA
13470,0.5,0,,NA,NA
13471,0.5,0,,NA,NA
13472,0.5,0,,NA,NA
13473,0.5,0,,NA,NA
13474,0.5,0,,NA,NA
13475,0.5,0,,NA,NA
13476,0.5,0,,NA,NA
13477,0.5,0,,NA,NA
13478,0.5,0,,NA,NA
13479,0.5,0,,NA,NA
13480,0.5,0,,NA,NA
13481,0.5,0,,NA,NA
13482,0.5,0,,NA,NA
13483,0.5,0,,NA,NA
13484,0.5,0,,NA,NA
13485,0.5,0,,NA,NA
13486,0.5,0,,NA,NA
13487,0.5,0,,NA,NA
13488,0.5,0,,NA,NA
13489,0.5,0,,NA,NA
13490,0.5,0,,NA,NA
13491,0.5,0,,NA,NA
13492,0.5,0,,NA,NA
13493,0.5,0,,NA,NA
13494,0.5,0,,NA,NA
13495,0.5,0,,NA,NA
13496,0.5,0,,NA,NA
13497,0.5,0,,NA,NA
13498,0.5,0,,NA,NA
13499,0.5,0,,NA,NA
13500,0.5,0,,NA,NA
13501,0.5,0,,NA,NA
13502,0.5,0,,NA,NA
13503,0.5,0,,NA,NA
13504,0.5,0,,NA,NA
13505,0.5,0,,NA,NA
13506,0.5,0,,NA,NA
13507,0.5,0,,NA,NA
13508,0.5,0,,NA,NA
13509,0.5,0,,NA,NA
13510,0.5,0,,NA,NA
13511,0.5,0,,NA,NA
13512,0.5,0,,NA,NA
13513,0.5,0,,NA,NA
13514,0.5,0,,NA,NA
13515,0.5,0,,NA,NA
13516,0.5,0,,NA,NA
13517,0.5,0,,NA,NA
13518,0.5,0,,NA,NA
13519,0.5,0,,NA,NA
13520,0.5,0,,NA,NA
13521,0.5,0,,NA,NA
13522,0.5,0,,NA,NA
13523,0.5,0,,NA,NA
13524,0.5,0,,NA,NA
13525,0.5,0,,NA,NA
13526,0.5,0,,NA,NA
13527,0.5,0,,NA,NA
13528,0.5,0,,NA,NA
13529,0.5,0,,NA,NA
13530,0.5,0,,NA,NA
13531,0.5,0,,NA,NA
13532,0.5,0,,NA,NA
13533,0.5,0,,NA,NA
13534,0.5,0,,NA,NA
13535,0.5,0,,NA,NA
13536,0.5,0,,NA,NA
13537,0.5,0,,NA,NA
13538,0.5,0,,NA,NA
13539,0.5,0,,NA,NA
13540,0.5,0,,NA,NA
13541,0.5,0,,NA,NA
13542,0.5,0,,NA,NA
13543,0.5,0,,NA,NA
13544,0.5,0,,NA,NA
13545,0.5,0,,NA,NA
13546,0.5,0,,NA,NA
13547,0.5,0,,NA,NA
13548,0.5,0,,NA,NA
13549,0.5,0,,NA,NA
13550,0.5,0,,NA,NA
13551,0.5,0,,NA,NA
13552,0.5,0,,NA,NA
13553,0.5,0,,NA,NA
13554,0.5,0,,NA,NA
13555,0.5,0,,NA,NA
13556,0.5,0,,NA,NA
13557,0.5,0,,NA,NA
13558,0.5,0,,NA,NA
13559,0.5,0,,NA,NA
13560,0.5,0,,NA,NA
13561,0.5,0,,NA,NA
13562,0.5,0,,NA,NA
13563,0.5,0,,NA,NA
13564,0.5,0,,NA,NA
13565,0.5,0,,NA,NA
13566,0.5,0,,NA,NA
13567,0.5,0,,NA,NA
13568,0.5,0,,NA,NA
13569,0.5,0,,NA,NA
13570,0.5,0,,NA,NA
13571,0.5,0,,NA,NA
13572,0.5,0,,NA,NA
13573,0.5,0,,NA,NA
13574,0.5,0,,NA,NA
13575,0.5,0,,NA,NA
13576,0.5,0,,NA,NA
13577,0.5,0,,NA,NA
13578,0.5,0,,NA,NA
13579,0.5,0,,NA,NA
13580,0.5,0,,NA,NA
13581,0.5,0,,NA,NA
13582,0.5,0,,NA,NA
13583,0.5,0,,NA,NA
13584,0.5,0,,NA,NA
13585,0.5,0,,NA,NA
13586,0.5,0,,NA,NA
13587,0.5,0,,NA,NA
13588,0.5,0,,NA,NA
13589,0.5,0,,NA,NA
13590,0.5,0,,NA,NA
13591,0.5,0,,NA,NA
13592,0.5,0,,NA,NA
13593,0.5,0,,NA,NA
13594,0.5,0,,NA,NA
13595,0.5,0,,NA,NA
13596,0.5,0,,NA,NA
13597,0.5,0,,NA,NA
13598,0.5,0,,NA,NA
13599,0.5,0,,NA,NA
13600,0.5,0,,NA,NA
13601,0.5,0,,NA,NA
13602,0.5,0,,NA,NA
13603,0.5,0,,NA,NA
13604,0.5,0,,NA,NA
13605,0.5,0,,NA,NA
13606,0.5,0,,NA,NA
13607,0.5,0,,NA,NA
13608,0.5,0,,NA,NA
13609,0.5,0,,NA,NA
13610,0.5,0,,NA,NA
13611,0.5,0,,NA,NA
13612,0.5,0,,NA,NA
13613,0.5,0,,NA,NA
13614,0.5,0,,NA,NA
13615,0.5,0,,NA,NA
13616,0.5,0,,NA,NA
13617,0.5,0,,NA,NA
13618,0.5,0,,NA,NA
13619,0.5,0,,NA,NA
13620,0.5,0,,NA,NA
13621,0.5,0,,NA,NA
13622,0.5,0,,NA,NA
13623,0.5,0,,NA,NA
13624,0.5,0,,NA,NA
13625,0.5,0,,NA,NA
13626,0.5,0,,NA,NA
13627,0.5,0,,NA,NA
13628,0.5,0,,NA,NA
13629,0.5,0,,NA,NA
13630,0.5,0,,NA,NA
13631,0.5,0,,NA,NA
13632,0.5,0,,NA,NA
13633,0.5,0,,NA,NA
13634,0.5,0,,NA,NA
13635,0.5,0,,NA,NA
13636,0.5,0,,NA,NA
13637,0.5,0,,NA,NA
13638,0.5,0,,NA,NA
13639,0.5,0,,NA,NA
13640,0.5,0,,NA,NA
13641,0.5,0,,NA,NA
13642,0.5,0,,NA,NA
13643,0.5,0,,NA,NA
13644,0.5,0,,NA,NA
13645,0.5,0,,NA,NA
13646,0.5,0,,NA,NA
13647,0.5,0,,NA,NA
13648,0.5,0,,NA,NA
13649,0.5,0,,NA,NA
13650,0.5,0,,NA,NA
13651,0.5,0,,NA,NA
13652,0.5,0,,NA,NA
13653,0.5,0,,NA,NA
13654,0.5,0,,NA,NA
13655,0.5,0,,NA,NA
13656,0.5,0,,NA,NA
13657,0.5,0,,NA,NA
13658,0.5,0,,NA,NA
13659,0.5,0,,NA,NA
13660,0.5,0,,NA,NA
13661,0.5,0,,NA,NA
13662,0.5,0,,NA,NA
13663,0.5,0,,NA,NA
13664,0.5,0,,NA,NA
13665,0.5,0,,NA,NA
13666,0.5,0,,NA,NA
13667,0.5,0,,NA,NA
13668,0.5,0,,NA,NA
13669,0.5,0,,NA,NA
13670,0.5,0,,NA,NA
13671,0.5,0,,NA,NA
13672,0.5,0,,NA,NA
13673,0.5,0,,NA,NA
13674,0.5,0,,NA,NA
13675,0.5,0,,NA,NA
13676,0.5,0,,NA,NA
13677,0.5,0,,NA,NA
13678,0.5,0,,NA,NA
13679,0.5,0,,NA,NA
13680,0.5,0,,NA,NA
13681,0.5,0,,NA,NA
13682,0.5,0,,NA,NA
13683,0.5,0,,NA,NA
13684,0.5,0,,NA,NA
13685,0.5,0,,NA,NA
13686,0.5,0,,NA,NA
13687,0.5,0,,NA,NA
13688,0.5,0,,NA,NA
13689,0.5,0,,NA,NA
13690,0.5,0,,NA,NA
13691,0.5,0,,NA,NA
13692,0.5,0,,NA,NA
13693,0.5,0,,NA,NA
13694,0.5,0,,NA,NA
13695,0.5,0,,NA,NA
13696,0.5,0,,NA,NA
13697,0.5,0,,NA,NA
13698,0.5,0,,NA,NA
13699,0.5,0,,NA,NA
13700,0.5,0,,NA,NA
13701,0.5,0,,NA,NA
13702,0.5,0,,NA,NA
13703,0.5,0,,NA,NA
13704,0.5,0,,NA,NA
13705,0.5,0,,NA,NA
13706,0.5,0,,NA,NA
13707,0.5,0,,NA,NA
13708,0.5,0,,NA,NA
13709,0.5,0,,NA,NA
13710,0.5,0,,NA,NA
13711,0.5,0,,NA,NA
13712,0.5,0,,NA,NA
13713,0.5,0,,NA,NA
13714,0.5,0,,NA,NA
13715,0.5,0,,NA,NA
13716,0.5,0,,NA,NA
13717,0.5,0,,NA,NA
13718,0.5,0,,NA,NA
13719,0.5,0,,NA,NA
13720,0.5,0,,NA,NA
13721,0.5,0,,NA,NA
13722,0.5,0,,NA,NA
13723,0.5,0,,NA,NA
13724,0.5,0,,NA,NA
13725,0.5,0,,NA,NA
13726,0.5,0,,NA,NA
13727,0.5,0,,NA,NA
13728,0.5,0,,NA,NA
13729,0.5,0,,NA,NA
13730,0.5,0,,NA,NA
13731,0.5,0,,NA,NA
13732,0.5,0,,NA,NA
13733,0.5,0,,NA,NA
13734,0.5,0,,NA,NA
13735,0.5,0,,NA,NA
13736,0.5,0,,NA,NA
13737,0.5,0,,NA,NA
13738,0.5,0,,NA,NA
13739,0.5,0,,NA,NA
13740,0.5,0,,NA,NA
13741,0.5,0,,NA,NA
13742,0.5,0,,NA,NA
13743,0.5,0,,NA,NA
13744,0.5,0,,NA,NA
13745,0.5,0,,NA,NA
13746,0.5,0,,NA,NA
13747,0.5,0,,NA,NA
13748,0.5,0,,NA,NA
13749,0.5,0,,NA,NA
13750,0.5,0,,NA,NA
13751,0.5,0,,NA,NA
13752,0.5,0,,NA,NA
13753,0.5,0,,NA,NA
13754,0.5,0,,NA,NA
13755,0.5,0,,NA,NA
13756,0.5,0,,NA,NA
13757,0.5,0,,NA,NA
13758,0.5,0,,NA,NA
13759,0.5,0,,NA,NA
13760,0.5,0,,NA,NA
13761,0.5,0,,NA,NA
13762,0.5,0,,NA,NA
13763,0.5,0,,NA,NA
13764,0.5,0,,NA,NA
13765,0.5,0,,NA,NA
13766,0.5,0,,NA,NA
13767,0.5,0,,NA,NA
13768,0.5,0,,NA,NA
13769,0.5,0,,NA,NA
13770,0.5,0,,NA,NA
13771,0.5,0,,NA,NA
13772,0.5,0,,NA,NA
13773,0.5,0,,NA,NA
13774,0.5,0,,NA,NA
13775,0.5,0,,NA,NA
13776,0.5,0,,NA,NA
13777,0.5,0,,NA,NA
13778,0.5,0,,NA,NA
13779,0.5,0,,NA,NA
13780,0.5,0,,NA,NA
13781,0.5,0,,NA,NA
13782,0.5,0,,NA,NA
13783,0.5,0,,NA,NA
13784,0.5,0,,NA,NA
13785,0.5,0,,NA,NA
13786,0.5,0,,NA,NA
13787,0.5,0,,NA,NA
13788,0.5,0,,NA,NA
13789,0.5,0,,NA,NA
13790,0.5,0,,NA,NA
13791,0.5,0,,NA,NA
13792,0.5,0,,NA,NA
13793,0.5,0,,NA,NA
13794,0.5,0,,NA,NA
13795,0.5,0,,NA,NA
13796,0.5,0,,NA,NA
13797,0.5,0,,NA,NA
13798,0.5,0,,NA,NA
13799,0.5,0,,NA,NA
13800,0.5,0,,NA,NA
13801,0.5,0,,NA,NA
13802,0.5,0,,NA,NA
13803,0.5,0,,NA,NA
13804,0.5,0,,NA,NA
13805,0.5,0,,NA,NA
13806,0.5,0,,NA,NA
13807,0.5,0,,NA,NA
13808,0.5,0,,NA,NA
13809,0.5,0,,NA,NA
13810,0.5,0,,NA,NA
13811,0.5,0,,NA,NA
13812,0.5,0,,NA,NA
13813,0.5,0,,NA,NA
13814,0.5,0,,NA,NA
13815,0.5,0,,NA,NA
13816,0.5,0,,NA,NA
13817,0.5,0,,NA,NA
13818,0.5,0,,NA,NA
13819,0.5,0,,NA,NA
13820,0.5,0,,NA,NA
13821,0.5,0,,NA,NA
13822,0.5,0,,NA,NA
13823,0.5,0,,NA,NA
13824,0.5,0,,NA,NA
13825,0.5,0,,NA,NA
13826,0.5,0,,NA,NA
13827,0.5,0,,NA,NA
13828,0.5,0,,NA,NA
13829,0.5,0,,NA,NA
13830,0.5,0,,NA,NA
13831,0.5,0,,NA,NA
13832,0.5,0,,NA,NA
13833,0.5,0,,NA,NA
13834,0.5,0,,NA,NA
13835,0.5,0,,NA,NA
13836,0.5,0,,NA,NA
13837,0.5,0,,NA,NA
13838,0.5,0,,NA,NA
13839,0.5,0,,NA,NA
13840,0.5,0,,NA,NA
13841,0.5,0,,NA,NA
13842,0.5,0,,NA,NA
13843,0.5,0,,NA,NA
13844,0.5,0,,NA,NA
13845,0.5,0,,NA,NA
13846,0.5,0,,NA,NA
13847,0.5,0,,NA,NA
13848,0.5,0,,NA,NA
13849,0.5,0,,NA,NA
13850,0.5,0,,NA,NA
13851,0.5,0,,NA,NA
13852,0.5,0,,NA,NA
13853,0.5,0,,NA,NA
13854,0.5,0,,NA,NA
13855,0.5,0,,NA,NA
13856,0.5,0,,NA,NA
13857,0.5,0,,NA,NA
13858,0.5,0,,NA,NA
13859,0.5,0,,NA,NA
13860,0.5,0,,NA,NA
13861,0.5,0,,NA,NA
13862,0.5,0,,NA,NA
13863,0.5,0,,NA,NA
13864,0.5,0,,NA,NA
13865,0.5,0,,NA,NA
13866,0.5,0,,NA,NA
13867,0.5,0,,NA,NA
13868,0.5,0,,NA,NA
13869,0.5,0,,NA,NA
13870,0.5,0,,NA,NA
13871,0.5,0,,NA,NA
13872,0.5,0,,NA,NA
13873,0.5,0,,NA,NA
13874,0.5,0,,NA,NA
13875,0.5,0,,NA,NA
13876,0.5,0,,NA,NA
13877,0.5,0,,NA,NA
13878,0.5,0,,NA,NA
13879,0.5,0,,NA,NA
13880,0.5,0,,NA,NA
13881,0.5,0,,NA,NA
13882,0.5,0,,NA,NA
13883,0.5,0,,NA,NA
13884,0.5,0,,NA,NA
13885,0.5,0,,NA,NA
13886,0.5,0,,NA,NA
13887,0.5,0,,NA,NA
13888,0.5,0,,NA,NA
13889,0.5,0,,NA,NA
13890,0.5,0,,NA,NA
13891,0.5,0,,NA,NA
13892,0.5,0,,NA,NA
13893,0.5,0,,NA,NA
13894,0.5,0,,NA,NA
13895,0.5,0,,NA,NA
13896,0.5,0,,NA,NA
13897,0.5,0,,NA,NA
13898,0.5,0,,NA,NA
13899,0.5,0,,NA,NA
13900,0.5,0,,NA,NA
13901,0.5,0,,NA,NA
13902,0.5,0,,NA,NA
13903,0.5,0,,NA,NA
13904,0.5,0,,NA,NA
13905,0.5,0,,NA,NA
